Name of movie,Price ( in $ ),Rating stars,Link to the movie
Oppenheimer,4.19,4.7 out of 5 stars,https://www.amazon.com/Sleepy-Hollow-Johnny-Depp/dp/B000LGOPW2/ref=sr_1_147?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-147
Ordinary Angels,0,4.7 out of 5 stars,https://www.amazon.com/Choice-Benjamin-Walker-Travis/dp/B09ZNMGHSF/ref=sr_1_149?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-149
Overboard (2018),0,4.2 out of 5 stars,https://www.amazon.com/You-May-Not-Kiss-Bride/dp/B08BG5LGPH/ref=sr_1_150?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-150
Paddington,0,4.8 out of 5 stars,https://www.amazon.com/Leap-Elle-Fanning/dp/B074VQ1GD6/ref=sr_1_152?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-152
Parkland: Inside Building 12,14.99,4.7 out of 5 stars,https://www.amazon.com/Creed-Michael-B-Jordan/dp/B017WRCU92/ref=sr_1_153?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-153
Passengers,0,3.1 out of 5 stars,https://www.amazon.com/Clancys-Without-Remorse-Michael-Jordan/dp/B08VF7CR17/ref=sr_1_154?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-154
Passport To Love,44.63,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzAwNzUzMjM5MDYzODY1OjE3MjY1MDg0NDM6c3BfbXRmX2Jyb3dzZTozMDAzOTk5NDU5NDkzMDI6OjA6Og&url=%2F10-Movie-Spotlight-Collection-Indemnity-Phantom%2Fdp%2FB00MUNSV3S%2Fref%3Dsr_1_156_sspa%3Fdib%3DeyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA%26dib_tag%3Dse%26qid%3D1726508443%26s%3Dmovies-tv%26sr%3D1-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
PAW Patrol: Mighty Pups,1.99,4.3 out of 5 stars,https://www.amazon.com/Other-Zoey-Josephine-Langford/dp/B0CKKDBFFS/ref=sr_1_157?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-157
"PAW Patrol: Ready, Race, Rescue",0,4.8 out of 5 stars,https://www.amazon.com/Blue-Angels-Brian-Kesserling/dp/B0CV24PLDC/ref=sr_1_158?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-158
PAW Patrol: The Mighty Movie,3.99,4.6 out of 5 stars,https://www.amazon.com/Dusk-Till-Dawn-Quentin-Tarantino/dp/B009653J0S/ref=sr_1_159?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-159
Penguins of Madagascar,3.79,4.7 out of 5 stars,https://www.amazon.com/Lover-Come-Back-Delbert-Mann/dp/B002EXC5UY/ref=sr_1_161?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-161
Perfect Addiction,3.99,4.8 out of 5 stars,https://www.amazon.com/Annie-Jamie-Foxx/dp/B00R7FT8KY/ref=sr_1_163?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-163
Plunder Road,0,2.7 out of 5 stars,https://www.amazon.com/SECRET-SEX-LIFE-SINGLE-MOM/dp/B07C7J66CV/ref=sr_1_164?dib=eyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA&dib_tag=se&qid=1726508443&s=movies-tv&sr=1-164
Polaroid,129.99,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzAwNzUzMjM5MDYzODY1OjE3MjY1MDg0NDM6c3BfYnRmX2Jyb3dzZToyMDAwNTg2MzIyMTY4OTg6OjA6Og&url=%2FPuppet-Master-Blu-Ray-Complete-Box%2Fdp%2FB084PCS1FS%2Fref%3Dsr_1_165_sspa%3Fdib%3DeyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA%26dib_tag%3Dse%26qid%3D1726508443%26s%3Dmovies-tv%26sr%3D1-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1%26smid%3DA1PFVYFBBGADQL
Pulp Fiction,49.86,4.6 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzAwNzUzMjM5MDYzODY1OjE3MjY1MDg0NDM6c3BfYnRmX2Jyb3dzZTozMDAwMzc1ODk3ODA2MDI6OjA6Og&url=%2FTurn-Gundam-Movies-Blu-ray-Collection%2Fdp%2FB09XSYFFZP%2Fref%3Dsr_1_166_sspa%3Fdib%3DeyJ2IjoiMSJ9.XFLhIT0pNi8a-jSLDGydbUg6S9wxGRrUyINSOAp8mWYgJdK7hf0vLJkCAUxfvFcmCNOg93OjaoTTx6iDHcorRaQ6VWU5wTbEdHMxGKzdVQqRAZf-a_L2I1ZxaYGQWLt9kq5NrIvThiaYF5NXTJ71HkxpdUXRHh0xUH00n0FIlIV-wgGUhML0LQfj2wvsnY3WDifv2zDZ-fbv-OCPkXL53AXoulSDHlZQHD0AFvBwGzQ.CGtaN1C3m6kNdX2GO891LCZI0Hqb1-eHs-pSLc55aQA%26dib_tag%3Dse%26qid%3D1726508443%26s%3Dmovies-tv%26sr%3D1-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
Puppet Master 12 Blu-Ray Complete Box Set,0,3.9 out of 5 stars,https://www.amazon.com/Shattered-Molly-Burnett/dp/B07B3GLHDD/ref=sr_1_162?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-162
Raayan,0,4.5 out of 5 stars,https://www.amazon.com/Devil-You-Know-Omar-Epps/dp/B09KG2WRSN/ref=sr_1_168?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-168
Reagan,0,4.4 out of 5 stars,https://www.amazon.com/Little-Italy-Emma-Roberts/dp/B07HFL11VJ/ref=sr_1_169?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-169
Red,3.99,4.7 out of 5 stars,https://www.amazon.com/Boys-Boat-Joel-Edgerton/dp/B0CPBN8RMT/ref=sr_1_170?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-170
Reservoir Dogs,44.63,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0Nzc2NjEwOTMzMjQyOTMxOjE3MjY1MDg1NDY6c3BfbXRmX2Jyb3dzZTozMDAzOTk5NDU5NDkzMDI6OjA6Og&url=%2F10-Movie-Spotlight-Collection-Indemnity-Phantom%2Fdp%2FB00MUNSV3S%2Fref%3Dsr_1_171_sspa%3Fdib%3DeyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q%26dib_tag%3Dse%26qid%3D1726508545%26s%3Dmovies-tv%26sr%3D1-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
Ricky Stanicky,24.53,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0Nzc2NjEwOTMzMjQyOTMxOjE3MjY1MDg1NDY6c3BfbXRmX2Jyb3dzZTozMDAxMjMyMzUyNTQyMDI6OjA6Og&url=%2FMiddle-earth-Theatrical-Col-6pk%2Fdp%2FB01KKN0I3U%2Fref%3Dsr_1_172_sspa%3Fdib%3DeyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q%26dib_tag%3Dse%26qid%3D1726508545%26s%3Dmovies-tv%26sr%3D1-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1
River Runs Red,5.99,4.2 out of 5 stars,https://www.amazon.com/Fall-Guy-David-Leitch/dp/B0CVWDQHS7/ref=sr_1_173?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-173
Road House (2024),0,4.3 out of 5 stars,https://www.amazon.com/Honest-Liar-James-Randi/dp/B07MBTHMMS/ref=sr_1_174?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-174
Roadkill,0,4.4 out of 5 stars,https://www.amazon.com/Used-People-Shirley-MacLaine/dp/B00T1FD8ZE/ref=sr_1_176?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-176
Rocky,0,4.5 out of 5 stars,https://www.amazon.com/Mist-weinstein/dp/B003TNM2K6/ref=sr_1_177?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-177
"Roman J. Israel, Esq.",0,3.9 out of 5 stars,https://www.amazon.com/Warrant-Neal-McDonough/dp/B085HYP5WN/ref=sr_1_178?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-178
Sabotage,3.99,4.1 out of 5 stars,https://www.amazon.com/IMAGINARY-Jeff-Wadlow/dp/B0CV27X1L5/ref=sr_1_179?dib=eyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q&dib_tag=se&qid=1726508545&s=movies-tv&sr=1-179
Saltburn,17.76,4.5 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0Nzc2NjEwOTMzMjQyOTMxOjE3MjY1MDg1NDY6c3BfYnRmX2Jyb3dzZTozMDAzMjQxNzI0OTU1MDI6OjA6Og&url=%2FBullfighter-Lady-Robert-Stack%2Fdp%2FB00CZ7ALAK%2Fref%3Dsr_1_180_sspa%3Fdib%3DeyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q%26dib_tag%3Dse%26qid%3D1726508545%26s%3Dmovies-tv%26sr%3D1-180-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
Samaritan,15.64,4.7 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0Nzc2NjEwOTMzMjQyOTMxOjE3MjY1MDg1NDY6c3BfYnRmX2Jyb3dzZTozMDAzMjQxOTcyNzYyMDI6OjA6Og&url=%2FThunder-Road-Robert-Mitchum%2Fdp%2FB0CNHDFSNP%2Fref%3Dsr_1_181_sspa%3Fdib%3DeyJ2IjoiMSJ9.qRJjLvUZnrlaojAnA7S49QTh7di-okmPiIoZx9scyH1_Th43lhOcarzjP85co5ifjphXHs7mOT_J0NMW94Bdt3YT9wjNXDQkyHZ27RHfzVTm076njNtJ9kGEpmtBH_6d6QYPb5b5eGn6L3ixkTLhNBx8AzqVHHMJLrIOZl5iOkHWGbJQqG-_UjK718bFmneyMDd3VsAedWs8BsJqmjRr1ptzlylepshx4I6D2o-tDxE.BHidbwOwNhWTN_KDPDdXS_s2Ahgbme5NSUgThImCh4Q%26dib_tag%3Dse%26qid%3D1726508545%26s%3Dmovies-tv%26sr%3D1-181-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1
Saving Private Ryan,20.37,4.5 out of 5 stars,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0MDExODM1Mzk4MzQ0MjAwOjE3MjY1MDg2NDQ6c3BfYXRmX2Jyb3dzZTozMDAzOTAxNzc2NjIxMDI6OjA6Og&url=%2FStrong-Balance-Strength-Results-Exercise%2Fdp%2FB01GKK1TPS%2Fref%3Dsr_1_177_sspa%3Fdib%3DeyJ2IjoiMSJ9.CRdp2DzGMKA7dVGHnZi6YD4LPcqPYazOiepo-grEP9bgPNyCJOFZne5c3ZpVsNmDqqSt20ca2gimeydkZzGvVoPG_oNvNYnbJsEPEscYgo0IsmB0JQfYJQJ2lYZ6S8m4wrPKcaQKT3b_-X1Gxjn74OzKwe8S_mi5n4APVO-f1E5_NoQqu1WbGqUJH53L8z_49wTzyQxu6YL1Tz1Ohh9nnuD5eISKpwauvepGs8Gemmw.cNnsO5XuNSeWBIY5_06f9EOZIp1Me-BY294uDABQdsA%26dib_tag%3Dse%26qid%3D1726508643%26s%3Dmovies-tv%26sr%3D1-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1
Scarface,0,4.7 out of 5 stars,https://www.amazon.com/Sleepover-Alexa-Vega/dp/B07GT2HXSB/ref=sr_1_178?dib=eyJ2IjoiMSJ9.CRdp2DzGMKA7dVGHnZi6YD4LPcqPYazOiepo-grEP9bgPNyCJOFZne5c3ZpVsNmDqqSt20ca2gimeydkZzGvVoPG_oNvNYnbJsEPEscYgo0IsmB0JQfYJQJ2lYZ6S8m4wrPKcaQKT3b_-X1Gxjn74OzKwe8S_mi5n4APVO-f1E5_NoQqu1WbGqUJH53L8z_49wTzyQxu6YL1Tz1Ohh9nnuD5eISKpwauvepGs8Gemmw.cNnsO5XuNSeWBIY5_06f9EOZIp1Me-BY294uDABQdsA&dib_tag=se&qid=1726508643&s=movies-tv&sr=1-178
